country,item,year,area,yield
UK,Plums and sloes,1965,3800,9946.6
UK,Plums and sloes,1966,3900,7503.1
UK,Plums and sloes,1967,3500,4035.1
UK,Plums and sloes,1968,6000,13733.7
UK,Plums and sloes,1969,4000,13996
UK,Plums and sloes,1970,4500,12955.6
UK,Plums and sloes,1971,4000,10200
UK,Plums and sloes,1972,4000,11176.5
UK,Plums and sloes,1973,4500,11537.8
UK,Plums and sloes,1974,4500,11200
UK,Plums and sloes,1975,2500,8400
UK,Plums and sloes,1976,3000,14333.3
UK,Plums and sloes,1977,3500,12228.6
UK,Plums and sloes,1978,3400,11970.6
UK,Plums and sloes,1979,3600,13500
UK,Plums and sloes,1980,3500,13314.3
UK,Plums and sloes,1981,2000,7900
UK,Plums and sloes,1982,2500,13560
UK,Plums and sloes,1983,2500,14560
UK,Plums and sloes,1984,2500,13600
UK,Plums and sloes,1985,2300,10328.3
UK,Plums and sloes,1986,2900,11458.6
UK,Plums and sloes,1987,2900,12275.9
UK,Plums and sloes,1988,2300,10043.5
UK,Plums and sloes,1989,2383,4738.6
UK,Plums and sloes,1990,2315,3301.1
UK,Plums and sloes,1991,2320,10712.9
UK,Plums and sloes,1992,2297,9273
UK,Plums and sloes,1993,2166,6417.4
UK,Plums and sloes,1994,2181,5914.7
UK,Plums and sloes,1995,2000,7350
UK,Plums and sloes,1996,1500,13200
UK,Plums and sloes,1997,1400,8642.9
UK,Plums and sloes,1998,1300,4923.1
UK,Plums and sloes,1999,1100,8454.5
UK,Plums and sloes,2000,1200,4416.7
UK,Plums and sloes,2001,1070,13831.8
UK,Plums and sloes,2002,950,13263.2
UK,Plums and sloes,2003,1000,15100
UK,Plums and sloes,2004,980,13877.6
UK,Plums and sloes,2005,1050,13619
UK,Plums and sloes,2006,1000,14100
UK,Plums and sloes,2007,888,15540.5
UK,Plums and sloes,2008,880,28409.1
UK,Plums and sloes,2009,864,14930.6
UK,Plums and sloes,2010,870,15172.4
UK,Plums and sloes,2011,850,15218.8
UK,Plums and sloes,2012,841,6655.2
UK,Plums and sloes,2013,825,15000
UK,Plums and sloes,2014,752,15500
UK,Plums and sloes,2015,730,15616.4
UK,Plums and sloes,2016,721,12801.7
UK,Plums and sloes,2017,640,12500
UK,Plums and sloes,2018,620,14000
UK,Plums and sloes,2019,585,12600
UK,Raspberries,1961,3000,4673.7
UK,Raspberries,1962,3000,5181.7
UK,Raspberries,1963,3000,5249.3
UK,Raspberries,1964,3200,5620
UK,Raspberries,1965,3000,5182
UK,Raspberries,1966,3000,5317.3
UK,Raspberries,1967,2800,4898.9
UK,Raspberries,1968,3300,5727
UK,Raspberries,1969,3700,6013.5
UK,Raspberries,1970,3300,5696.1
UK,Raspberries,1971,3000,5046.3
UK,Raspberries,1972,3200,5493.1
UK,Raspberries,1973,3000,5215.7
UK,Raspberries,1974,3900,6102.6
UK,Raspberries,1975,3100,6161.3
UK,Raspberries,1976,3000,5266.7
UK,Raspberries,1977,3100,5871
UK,Raspberries,1978,3600,6027.8
UK,Raspberries,1979,3300,6181.8
UK,Raspberries,1980,3700,6027
UK,Raspberries,1981,3700,5864.9
UK,Raspberries,1982,4000,6025
UK,Raspberries,1983,3600,6055.6
UK,Raspberries,1984,4000,6100
UK,Raspberries,1985,3800,5949.2
UK,Raspberries,1986,3700,6337.8
UK,Raspberries,1987,3700,6495.4
UK,Raspberries,1988,3700,6472.4
UK,Raspberries,1989,3750,6107.5
UK,Raspberries,1990,3900,4917.9
UK,Raspberries,1991,3491,5599.8
UK,Raspberries,1992,3404,5611
UK,Raspberries,1993,3441,5434.5
UK,Raspberries,1994,3415,5095.2
UK,Raspberries,1995,2700,3888.9
UK,Raspberries,1996,2700,4518.5
UK,Raspberries,1997,2400,3958.3
UK,Raspberries,1998,2400,5333.3
UK,Raspberries,1999,2100,5238.1
UK,Raspberries,2000,1800,5444.4
UK,Raspberries,2001,1440,5347.2
UK,Raspberries,2002,1260,5793.7
UK,Raspberries,2003,1260,6746
UK,Raspberries,2004,1295,7722
UK,Raspberries,2005,1430,8531.5
UK,Raspberries,2006,1466,8335.6
UK,Raspberries,2007,1571,9420.8
UK,Raspberries,2008,1701,9112.3
UK,Raspberries,2009,1757,8708
UK,Raspberries,2010,1770,9604.5
UK,Raspberries,2011,1721,9033.1
UK,Raspberries,2012,1616,9639.9
UK,Raspberries,2013,1548,9411.5
UK,Raspberries,2014,1462,12151.2
UK,Raspberries,2015,1538,11210.7
UK,Raspberries,2016,1552,9605.7
UK,Raspberries,2017,1511,10913.3
UK,Raspberries,2018,1428,11063.7
UK,Raspberries,2019,1424,11720.5
UK,Strawberries,1961,6000,5842.3
UK,Strawberries,1962,6250,5949.9
UK,Strawberries,1963,6000,5825.3
UK,Strawberries,1964,6250,6437.8
UK,Strawberries,1965,6100,5596.6
UK,Strawberries,1966,6250,6275.2
UK,Strawberries,1967,6500,7346.8
UK,Strawberries,1968,6300,7128.4
UK,Strawberries,1969,6500,8300.3
UK,Strawberries,1970,6250,7185.4
UK,Strawberries,1971,6300,7999.4
UK,Strawberries,1972,6500,8331.5
UK,Strawberries,1973,6500,8190.9
UK,Strawberries,1974,6700,9164.2
UK,Strawberries,1975,6250,7232
UK,Strawberries,1976,6000,6150
UK,Strawberries,1977,6250,6736
UK,Strawberries,1978,6500,8353.8
UK,Strawberries,1979,6500,8430.8
UK,Strawberries,1980,6500,8215.4
UK,Strawberries,1981,6250,8288
UK,Strawberries,1982,6500,8676.9
UK,Strawberries,1983,6700,8656.7
UK,Strawberries,1984,6500,9030.8
UK,Strawberries,1985,6250,8517.4
UK,Strawberries,1986,6250,7746.6
UK,Strawberries,1987,6250,8612.2
UK,Strawberries,1988,6250,8349
UK,Strawberries,1989,6167,7751.9
UK,Strawberries,1990,6059,8632.1
UK,Strawberries,1991,5650,8740.5
UK,Strawberries,1992,5261,9103
UK,Strawberries,1993,5229,11228.5
UK,Strawberries,1994,5250,7904.8
UK,Strawberries,1995,5200,8057.7
UK,Strawberries,1996,4500,8933.3
UK,Strawberries,1997,4200,7809.5
UK,Strawberries,1998,3500,9971.4
UK,Strawberries,1999,3300,12727.3
UK,Strawberries,2000,3300,11303
UK,Strawberries,2001,3420,10701.8
UK,Strawberries,2002,3300,12545.5
UK,Strawberries,2003,3320,14186.7
UK,Strawberries,2004,3450,15217.4
UK,Strawberries,2005,3900,17589.7
UK,Strawberries,2006,4500,16422.2
UK,Strawberries,2007,4656,19780.9
UK,Strawberries,2008,4879,21500.3
UK,Strawberries,2009,4921,22332.9
UK,Strawberries,2010,4968,20712.6
UK,Strawberries,2011,4596,22162.5
UK,Strawberries,2012,4648,20405.1
UK,Strawberries,2013,4606,20383.8
UK,Strawberries,2014,4535,23023.4
UK,Strawberries,2015,4511,25602.7
UK,Strawberries,2016,4811,25010.8
UK,Strawberries,2017,4721,26990
UK,Strawberries,2018,4798,29326.8
UK,Strawberries,2019,4774,29659.4
